Month,#Passengers
1949-02-01,0.05218575317057095
1949-03-01,0.11211729812070548
1949-04-01,-0.022989518224698635
1949-05-01,-0.0640218587649306
1949-06-01,0.10948423284168829
1949-07-01,0.09193749532568507
1949-08-01,0.0
1949-09-01,-0.08455738802806234
1949-10-01,-0.13353139262452274
1949-11-01,-0.13473259397015713
1949-12-01,0.12629372532429262
1950-01-01,-0.025752496102414923
1950-02-01,0.09134977858822779
1950-03-01,0.11247798342669046
1950-04-01,-0.04348511193973881
1950-05-01,-0.07696104113612812
1950-06-01,0.17563256864315768
1950-07-01,0.13185213110480287
1950-08-01,0.0
1950-09-01,-0.07320340402329517
1950-10-01,-0.17224590480521318
1950-11-01,-0.15415067982725805
1950-12-01,0.2054439742148082
1951-01-01,0.03509131981127034
1951-02-01,0.03390155167568132
1951-03-01,0.17114825619582952
1951-04-01,-0.08803334948532271
1951-05-01,0.053744276006690406
1951-06-01,0.034289073478632304
1951-07-01,0.11152127443240722
1951-08-01,0.0
1951-09-01,-0.0783690671155064
1951-10-01,-0.12733942237660223
1951-11-01,-0.10398971352404729
1951-12-01,0.1283811666482073
1952-01-01,0.02967576814611661
1952-02-01,0.05129329438755015
1952-03-01,0.06973333801467518
1952-04-01,-0.06419315763905953
1952-05-01,0.010989121575595284
1952-06-01,0.1750089099476675
1952-07-01,0.05358424613410673
1952-08-01,0.05085841723349116
1952-09-01,-0.1466034741918758
1952-10-01,-0.09006082391818104
1952-11-01,-0.10477895123317715
1952-12-01,0.12036368224987548
1953-01-01,0.010256500167188598
1953-02-01,0.0
1953-03-01,0.18571714579509369
1953-04-01,-0.004246290881451564
1953-05-01,-0.02586351058991898
1953-06-01,0.05933943978630829
1953-07-01,0.08288765980576773
1953-08-01,0.029852963149681777
1953-09-01,-0.13774192516086625
1953-10-01,-0.11620200765906485
1953-11-01,-0.15890128258585623
1953-12-01,0.11034805716886531
1954-01-01,0.014815085785140347
1954-02-01,-0.08167803101426685
1954-03-01,0.2231435513142097
1954-04-01,-0.034635496662756005
1954-05-01,0.03037109787629877
1954-06-01,0.12062798778861428
1954-07-01,0.1344779142285537
1954-08-01,-0.03025440835780202
1954-09-01,-0.1233445473175303
1954-10-01,-0.1231060581452974
1954-11-01,-0.1205160245124528
1954-12-01,0.1205160245124528
1955-01-01,0.05521572260244678
1955-02-01,-0.03789927259098658
1955-03-01,0.1362102048345495
1955-04-01,0.007462721201589417
1955-05-01,0.0037105793965359624
1955-06-01,0.15415067982725805
1955-07-01,0.14458122881110747
1955-08-01,-0.047829087689881256
1955-09-01,-0.1063215921373768
1955-10-01,-0.12987508142141202
1955-11-01,-0.14506796525293897
1955-12-01,0.1595609725555054
1956-01-01,0.021353124470569362
1956-02-01,-0.02495673197386772
1956-03-01,0.13488426768994177
1956-04-01,-0.012698583337127367
1956-05-01,0.015848192240023984
1956-06-01,0.1622044146343553
1956-07-01,0.09919179554650093
1956-08-01,-0.019560525854494415
1956-09-01,-0.13176927763112278
1956-10-01,-0.14853268752303528
1956-11-01,-0.12146628107267965
1956-12-01,0.12146628107267965
1957-01-01,0.028987536873252395
1957-02-01,-0.04546237407675768
1957-03-01,0.16782046610315504
1957-04-01,-0.02272825107755594
1957-05-01,0.019915309700941464
1957-06-01,0.17288752456059608
1957-07-01,0.09703209155134385
1957-08-01,0.004291852081541592
1957-09-01,-0.144914379707747
1957-10-01,-0.1520900980142912
1957-11-01,-0.12901300333944743
1957-12-01,0.0967993833557923
1958-01-01,0.011834457647003305
1958-02-01,-0.06689423483003054
1958-03-01,0.12959282904559455
1958-04-01,-0.039441732051296974
1958-05-01,0.04220035449037596
1958-06-01,0.18094319682383375
1958-07-01,0.12109809670583616
1958-08-01,0.02811430148083982
1958-09-01,-0.2231435513142097
1958-10-01,-0.11809248947287188
1958-11-01,-0.14675009100908643
1958-12-01,0.0835106328731694
1959-01-01,0.06602110109779424
1959-02-01,-0.051293294387551036
1959-03-01,0.17154242253912777
1959-04-01,-0.024938948347251966
1959-05-01,0.058840500022933284
1959-06-01,0.11672427430814114
1959-07-01,0.14929630136246086
1959-08-01,0.019874186207083255
1959-09-01,-0.18842241906886503
1959-10-01,-0.12891386864363952
1959-11-01,-0.1171689736168231
1959-12-01,0.11224285528076727
1960-01-01,0.029199154692262752
1960-02-01,-0.06437866181343566
1960-03-01,0.06916335993677158
1960-04-01,0.09552712307451117
1960-05-01,0.023580942588906417
1960-06-01,0.12528776131045127
1960-07-01,0.15067334584317305
1960-08-01,-0.026060106669865135
1960-09-01,-0.1763985384908322
1960-10-01,-0.0970834045818334
1960-11-01,-0.1672513038729564
1960-12-01,0.10227884912041851
