Month,#Passengers
1949-12-01,-0.06549384192823648
1950-01-01,-0.09344910945299745
1950-02-01,-0.0075657710719205795
1950-03-01,0.09941571503878599
1950-04-01,0.0521420719259833
1950-05-01,-0.027529235185608236
1950-06-01,0.1398807061652967
1950-07-01,0.2601839903295877
1950-08-01,0.248635143389075
1950-09-01,0.1629367270915374
1950-10-01,-0.018577980639528313
1950-11-01,-0.18037928957121352
1950-12-01,0.010818201464958044
1951-01-01,0.02659272010478464
1951-02-01,0.04596482285173398
1951-03-01,0.19769444072140363
1951-04-01,0.0939548060387203
1951-05-01,0.1211006870861473
1951-06-01,0.140569990202561
1951-07-01,0.23896573232878282
1951-08-01,0.22584020002259653
1951-09-01,0.1347760725252547
1951-10-01,-0.009000617102231878
1951-11-01,-0.13360767840243248
1951-12-01,-0.019421958899829228
1952-01-01,-0.0034903419272191982
1952-02-01,0.032609489394167746
1952-03-01,0.09560060752444155
1952-04-01,0.02267854734712671
1952-05-01,0.02850169592039009
1952-06-01,0.1866179798266403
1952-07-01,0.22813768561085546
1952-08-01,0.2626933610583313
1952-09-01,0.10547334567013689
1952-10-01,0.001689430684101545
1952-11-01,-0.1167468418078359
1952-12-01,-0.009372357116858687
1953-01-01,-0.01048678217699095
1953-02-01,-0.017583266205349446
1953-03-01,0.15137207824635102
1953-04-01,0.1253684137917057
1953-05-01,0.08081858230905237
1953-06-01,0.13111082371607186
1953-07-01,0.20250933400324644
1953-08-01,0.2226236021413195
1953-09-01,0.07440451954959393
1953-10-01,-0.05009621356192362
1953-11-01,-0.21278602732084373
1953-12-01,-0.1053918659016242
1954-01-01,-0.09391055800096026
1954-02-01,-0.17211586431517922
1954-03-01,0.051381544572485005
1954-04-01,0.019632339298290447
1954-05-01,0.048203511190966886
1954-06-01,0.16192419399576785
1954-07-01,0.2851956153719417
1954-08-01,0.24874366178738416
1954-09-01,0.11800178775615322
1954-10-01,-0.011926259562324404
1954-11-01,-0.14246304475407534
1954-12-01,-0.03281511153288541
1955-01-01,0.008165800043522076
1955-02-01,-0.0476165134421116
1955-03-01,0.07795509603776285
1955-04-01,0.07127103706265014
1955-05-01,0.06305654615579748
1955-06-01,0.20248859800977925
1955-07-01,0.33150925596573
1955-08-01,0.26958415403169944
1955-09-01,0.14774796805182788
1955-10-01,0.0029223780609290984
1955-11-01,-0.1550501006997882
1955-12-01,-0.011647387322316405
1956-01-01,-0.0036306388521225585
1956-02-01,-0.04300229187779436
1956-03-01,0.07757754952239537
1956-04-01,0.052254648607074294
1956-05-01,0.05446705553194864
1956-06-01,0.20236454028389605
1956-07-01,0.29103185872003934
1956-08-01,0.2585911422689051
1956-09-01,0.11606231449895521
1956-10-01,-0.04167512265443918
1956-11-01,-0.17431296037249933
1956-12-01,-0.060843678321631955
1957-01-01,-0.040489341503747944
1957-02-01,-0.09287611212730074
1957-03-01,0.0652752742279592
1957-04-01,0.03371374904754365
1957-05-01,0.04445685819054823
1957-06-01,0.20728192303268678
1957-07-01,0.2944315301985041
1957-08-01,0.2868531997331818
1957-09-01,0.13116406265162261
1957-10-01,-0.031404341862208085
1957-11-01,-0.17026675817896564
1957-12-01,-0.08126121299074196
1958-01-01,-0.07579117024245274
1958-02-01,-0.14726383157509115
1958-03-01,-0.01906379261064295
1958-04-01,-0.05850552466193992
1958-05-01,-0.018162257237350765
1958-06-01,0.16025254649876075
1958-07-01,0.2768167496873337
1958-08-01,0.29841195353430106
1958-09-01,0.07526840222009135
1958-10-01,-0.0456572212978994
1958-11-01,-0.19376235571296707
1958-12-01,-0.11049937037222701
1959-01-01,-0.049241470427762835
1959-02-01,-0.10659804433885078
1959-03-01,0.05538529921894764
1959-04-01,0.019678706581696126
1959-05-01,0.06636488352024905
1959-06-01,0.17628641162031844
1959-07-01,0.31643011638665364
1959-08-01,0.32783838227042583
1959-09-01,0.12805661519113798
1959-10-01,-0.011314819865360981
1959-11-01,-0.1414064530110668
1959-12-01,-0.044480609126480886
1960-01-01,-0.02752997029660431
1960-02-01,-0.10306670068693613
1960-03-01,-0.03652982077686495
1960-04-01,0.04633198298579799
1960-05-01,0.06018590271569302
1960-06-01,0.17503301725027232
1960-07-01,0.31515096261084974
1960-08-01,0.28236331319813335
1960-09-01,0.09823524191628064
1960-10-01,-0.00923023412839008
1960-11-01,-0.1826900819428392
1960-12-01,-0.08578944291721857
